surface,label_1,uri_1,tool_1,label_2,uri_2,tool_2,id,dpa_id
Ansbach,Ansbach,Q10454,txt_alt,Ansbach,Q14859,ambiverse,214_221,20090101:170407-99-984312/5
Ansbach,Ansbach,Q10454,txt_alt,Ansbach,Q14859,dandelion,214_221,20090101:170407-99-984312/5
Ansbach,Ansbach,Q10454,txt_alt,Ansbach,Q14859,txtwerk,214_221,20090101:170407-99-984312/5
Ansbach,Ansbach,Q10454,txt_alt,Ansbach,Q14859,textrazor,214_221,20090101:170407-99-984312/5
Dortmund,"Reichsstadt Dortmund",Q2055974,txtwerk,Dortmund,Q1295,ambiverse,379_387,20090101:170407-99-986349/2
Dortmund,"Reichsstadt Dortmund",Q2055974,txtwerk,Dortmund,Q1295,ambiverse,557_565,20090101:170407-99-986349/2
Dortmund,"Reichsstadt Dortmund",Q2055974,txtwerk,Dortmund,Q1295,ambiverse,798_806,20090101:170407-99-986349/2
Dortmund,"Borussia Dortmund",Q41420,textrazor,Dortmund,Q1295,ambiverse,798_806,20090101:170407-99-986349/2
Dortmund,"Borussia Dortmund",Q41420,textrazor,"Reichsstadt Dortmund",Q2055974,txtwerk,798_806,20090101:170407-99-986349/2
Englischen,England,Q21,textrazor,Englisch,Q1860,ambiverse,938_948,20090101:170407-99-986349/2
Dortmund,"Borussia Dortmund",Q41420,textrazor,Dortmund,Q1295,ambiverse,557_565,20090101:170407-99-986349/2
Dortmund,"Borussia Dortmund",Q41420,textrazor,"Reichsstadt Dortmund",Q2055974,txtwerk,557_565,20090101:170407-99-986349/2
Dortmund,"Borussia Dortmund",Q41420,textrazor,Dortmund,Q1295,ambiverse,379_387,20090101:170407-99-986349/2
Dortmund,"Borussia Dortmund",Q41420,textrazor,"Reichsstadt Dortmund",Q2055974,txtwerk,379_387,20090101:170407-99-986349/2
"Champions League","Champions League",Q4405,txt_alt,"UEFA Champions League",Q18756,textrazor,296_312,20090101:170407-99-986349/2
Dortmund,Dortmund,Q313587,txt_alt,Dortmund,Q1295,ambiverse,379_387,20090101:170407-99-986349/2
Dortmund,Dortmund,Q313587,txt_alt,"Reichsstadt Dortmund",Q2055974,txtwerk,379_387,20090101:170407-99-986349/2
Dortmund,Dortmund,Q313587,txt_alt,"Borussia Dortmund",Q41420,textrazor,379_387,20090101:170407-99-986349/2
Dortmund,Dortmund,Q313587,txt_alt,Dortmund,Q1295,ambiverse,557_565,20090101:170407-99-986349/2
Dortmund,Dortmund,Q313587,txt_alt,"Reichsstadt Dortmund",Q2055974,txtwerk,557_565,20090101:170407-99-986349/2
Dortmund,Dortmund,Q313587,txt_alt,"Borussia Dortmund",Q41420,textrazor,557_565,20090101:170407-99-986349/2
Dortmund,Dortmund,Q313587,txt_alt,Dortmund,Q1295,ambiverse,798_806,20090101:170407-99-986349/2
Dortmund,Dortmund,Q313587,txt_alt,"Reichsstadt Dortmund",Q2055974,txtwerk,798_806,20090101:170407-99-986349/2
Dortmund,Dortmund,Q313587,txt_alt,"Borussia Dortmund",Q41420,textrazor,798_806,20090101:170407-99-986349/2
USA,"Vereinigte Staaten",Q30,dandelion,"Vereinte Nationen",Q1065,ambiverse,1086_1089,20090101:170407-99-989316/3
USA,Amerikaner,Q846570,txtwerk,"Vereinte Nationen",Q1065,ambiverse,1086_1089,20090101:170407-99-989316/3
USA,Amerikaner,Q846570,txtwerk,"Vereinigte Staaten",Q30,dandelion,1086_1089,20090101:170407-99-989316/3
"Maizières","Thomas de Maizière",Q57364,txtwerk,"Maizières-lès-Metz",Q21843,dandelion,2330_2339,20090101:170407-99-989316/3
Berufungsgericht,Appellationsgericht,Q4959031,txtwerk,"United States Court of Appeals",Q1641851,dandelion,3303_3319,20090101:170407-99-989316/3
USA,"Vereinigte Staaten",Q30,aylien,"Vereinte Nationen",Q1065,ambiverse,1086_1089,20090101:170407-99-989316/3
USA,"Vereinigte Staaten",Q30,aylien,Amerikaner,Q846570,txtwerk,1086_1089,20090101:170407-99-989316/3
Berufungsgericht,Appellationsgericht,Q4959031,textrazor,"United States Court of Appeals",Q1641851,dandelion,3303_3319,20090101:170407-99-989316/3
"Supreme Court","Oberstes Gericht",Q190752,textrazor,"Oberster Gerichtshof der Vereinigten Staaten",Q11201,dandelion,3565_3578,20090101:170407-99-989316/3
USA,"Vereinigte Staaten",Q30,textrazor,"Vereinte Nationen",Q1065,ambiverse,1086_1089,20090101:170407-99-989316/3
USA,"Vereinigte Staaten",Q30,textrazor,Amerikaner,Q846570,txtwerk,1086_1089,20090101:170407-99-989316/3
Bundesregierung,"Bundesregierung der Vereinigten Staaten",Q48525,textrazor,Bundeskabinett,Q313827,dandelion,623_638,20090101:170407-99-989316/3
Bundesregierung,"Bundesregierung der Vereinigten Staaten",Q48525,textrazor,Bundeskabinett,Q313827,dandelion,696_711,20090101:170407-99-989316/3
"Supreme Court","Oberstes Gericht",Q190752,textrazor,"Oberster Gerichtshof der Vereinigten Staaten",Q11201,dandelion,3096_3109,20090101:170407-99-989316/3
"Supreme Court","Oberstes Gericht",Q190752,textrazor,"Oberster Gerichtshof der Vereinigten Staaten",Q11201,aylien,3096_3109,20090101:170407-99-989316/3
Bundesregierung,"Bundesregierung der Vereinigten Staaten",Q48525,textrazor,Bundeskabinett,Q313827,dandelion,966_981,20090101:170407-99-989316/3
"Ministerpräsident","Ministerpräsident",Q369500,txt_alt,"Ministerpräsident",Q3099723,dandelion,392_409,20090101:170407-99-989316/3
"Ministerpräsident","Ministerpräsident",Q369500,txt_alt,"Ministerpräsident",Q3099723,txtwerk,392_409,20090101:170407-99-989316/3
"Ministerpräsident","Ministerpräsident",Q369500,txt_alt,"Ministerpräsident",Q3099723,textrazor,392_409,20090101:170407-99-989316/3
Bundesregierung,"Bundesregierung der Vereinigten Staaten",Q48525,txt_alt,Bundeskabinett,Q313827,dandelion,623_638,20090101:170407-99-989316/3
Bundesregierung,"Bundesregierung der Vereinigten Staaten",Q48525,txt_alt,Bundeskabinett,Q313827,dandelion,696_711,20090101:170407-99-989316/3
Bundesregierung,"Bundesregierung der Vereinigten Staaten",Q48525,txt_alt,Bundeskabinett,Q313827,dandelion,966_981,20090101:170407-99-989316/3
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinte Nationen",Q1065,ambiverse,1086_1089,20090101:170407-99-989316/3
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,dandelion,1086_1089,20090101:170407-99-989316/3
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,Amerikaner,Q846570,txtwerk,1086_1089,20090101:170407-99-989316/3
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,aylien,1086_1089,20090101:170407-99-989316/3
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,textrazor,1086_1089,20090101:170407-99-989316/3
Verfassungsreferendum,Referendum,Q43109,txt_alt,Verfassungsreferendum,Q2515494,dandelion,2554_2575,20090101:170407-99-989316/3
Bundesrichter,Richter,Q16533,txt_alt,"Bundesgerichte der Vereinigten Staaten",Q194907,dandelion,3280_3293,20090101:170407-99-989316/3
Vakanz,Vakanz,Q48017,txt_alt,Vakanz,Q2507570,dandelion,3533_3539,20090101:170407-99-989316/3
Vakanz,Vakanz,Q48017,txt_alt,Vakanz,Q2507570,txtwerk,3533_3539,20090101:170407-99-989316/3
Vakanz,Vakanz,Q48017,txt_alt,Vakanz,Q2507570,textrazor,3533_3539,20090101:170407-99-989316/3
"Supreme Court","Oberster Gerichtshof der Vereinigten Staaten",Q11201,txt_alt,"Oberstes Gericht",Q190752,textrazor,3565_3578,20090101:170407-99-989316/3
Washington,Washington,Q61,dandelion,"Vereinigte Staaten",Q30,ambiverse,57_67,20090101:170407-99-991785/7
"US-Außenminister","Außenminister der Vereinigten Staaten",Q14213,dandelion,"Außenministerium der Vereinigten Staaten",Q789915,ambiverse,3912_3928,20090101:170407-99-991785/7
USA,Amerikaner,Q846570,txtwerk,"Vereinigte Staaten",Q30,ambiverse,284_287,20090101:170407-99-991785/7
USA,Amerikaner,Q846570,txtwerk,"Vereinigte Staaten",Q30,dandelion,284_287,20090101:170407-99-991785/7
"Präsident","Barack Obama",Q76,txtwerk,"Präsident der Vereinigten Staaten",Q11696,dandelion,490_499,20090101:170407-99-991785/7
Flugplatz,Flugplatz,Q62447,txtwerk,"Militärflugplatz",Q695850,dandelion,1085_1094,20090101:170407-99-991785/7
Pentagon,Pentagon,Q11208,txtwerk,"Verteidigungsministerium der Vereinigten Staaten",Q11209,dandelion,1899_1907,20090101:170407-99-991785/7
Pentagon,Pentagon,Q11208,txtwerk,"Verteidigungsministerium der Vereinigten Staaten",Q11209,dandelion,2450_2458,20090101:170407-99-991785/7
Pentagon,Pentagon,Q11208,txtwerk,"Verteidigungsministerium der Vereinigten Staaten",Q11209,dandelion,2920_2928,20090101:170407-99-991785/7
USA,Amerikaner,Q846570,txtwerk,"Vereinigte Staaten",Q30,ambiverse,3128_3131,20090101:170407-99-991785/7
USA,Amerikaner,Q846570,txtwerk,"Vereinigte Staaten",Q30,dandelion,3128_3131,20090101:170407-99-991785/7
"US-Außenminister","Außenminister der Vereinigten Staaten",Q14213,txtwerk,"Außenministerium der Vereinigten Staaten",Q789915,ambiverse,3912_3928,20090101:170407-99-991785/7
Pentagon,Pentagon,Q11208,aylien,"Verteidigungsministerium der Vereinigten Staaten",Q11209,dandelion,1899_1907,20090101:170407-99-991785/7
USA,"Vereinigte Staaten",Q30,aylien,Amerikaner,Q846570,txtwerk,284_287,20090101:170407-99-991785/7
Washington,Washington,Q61,aylien,"Vereinigte Staaten",Q30,ambiverse,57_67,20090101:170407-99-991785/7
"Präsident","Präsident der Vereinigten Staaten",Q11696,textrazor,"Barack Obama",Q76,txtwerk,490_499,20090101:170407-99-991785/7
"Präsident","Präsident der Vereinigten Staaten",Q11696,textrazor,"Barack Obama",Q76,txtwerk,939_948,20090101:170407-99-991785/7
USA,"Vereinigte Staaten",Q30,textrazor,Amerikaner,Q846570,txtwerk,3128_3131,20090101:170407-99-991785/7
Flugplatz,"Militärflugplatz",Q695850,textrazor,Flugplatz,Q62447,txtwerk,2896_2905,20090101:170407-99-991785/7
Washington,Washington,Q61,textrazor,"Vereinigte Staaten",Q30,ambiverse,57_67,20090101:170407-99-991785/7
Pentagon,"Verteidigungsministerium der Vereinigten Staaten",Q11209,textrazor,Pentagon,Q11208,txtwerk,2450_2458,20090101:170407-99-991785/7
Gouverneur,Gouverneur,Q889821,textrazor,Gouverneur,Q132050,dandelion,1640_1650,20090101:170407-99-991785/7
Gouverneur,Gouverneur,Q889821,textrazor,Gouverneur,Q132050,txtwerk,1640_1650,20090101:170407-99-991785/7
"US-Außenminister","Außenminister der Vereinigten Staaten",Q14213,textrazor,"Außenministerium der Vereinigten Staaten",Q789915,ambiverse,3912_3928,20090101:170407-99-991785/7
USA,"Vereinigte Staaten",Q30,textrazor,Amerikaner,Q846570,txtwerk,284_287,20090101:170407-99-991785/7
"Präsident","Präsident der Vereinigten Staaten",Q11696,textrazor,"Barack Obama",Q76,txtwerk,3421_3430,20090101:170407-99-991785/7
Pentagon,"Verteidigungsministerium der Vereinigten Staaten",Q11209,textrazor,Pentagon,Q11208,dandelion,3700_3708,20090101:170407-99-991785/7
Pentagon,"Verteidigungsministerium der Vereinigten Staaten",Q11209,textrazor,Pentagon,Q11208,txtwerk,3700_3708,20090101:170407-99-991785/7
Pentagon,"Verteidigungsministerium der Vereinigten Staaten",Q11209,textrazor,Pentagon,Q11208,txtwerk,1899_1907,20090101:170407-99-991785/7
Pentagon,"Verteidigungsministerium der Vereinigten Staaten",Q11209,textrazor,Pentagon,Q11208,aylien,1899_1907,20090101:170407-99-991785/7
Pentagon,"Verteidigungsministerium der Vereinigten Staaten",Q11209,textrazor,Pentagon,Q11208,txtwerk,2920_2928,20090101:170407-99-991785/7
"New York","New York",Q1384,textrazor,"New York City",Q60,dandelion,199_207,20090101:170407-99-991785/7
"New York","New York",Q1384,textrazor,"New York City",Q60,txtwerk,199_207,20090101:170407-99-991785/7
"Stützpunkt","Militärflugplatz",Q695850,textrazor,"Militärbasis",Q245016,dandelion,2086_2096,20090101:170407-99-991785/7
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,ambiverse,284_287,20090101:170407-99-991785/7
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,dandelion,284_287,20090101:170407-99-991785/7
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,Amerikaner,Q846570,txtwerk,284_287,20090101:170407-99-991785/7
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,aylien,284_287,20090101:170407-99-991785/7
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,textrazor,284_287,20090101:170407-99-991785/7
Pentagon,Pentagon,Q11208,txt_alt,"Verteidigungsministerium der Vereinigten Staaten",Q11209,dandelion,2450_2458,20090101:170407-99-991785/7
Pentagon,Pentagon,Q11208,txt_alt,"Verteidigungsministerium der Vereinigten Staaten",Q11209,textrazor,2450_2458,20090101:170407-99-991785/7
Chemiewaffen,Chemiewaffen,Q777966,txt_alt,"chemische Waffe",Q3639228,dandelion,3580_3592,20090101:170407-99-991785/7
Chemiewaffen,Chemiewaffen,Q777966,txt_alt,"chemische Waffe",Q3639228,txtwerk,3580_3592,20090101:170407-99-991785/7
Chemiewaffen,Chemiewaffen,Q777966,txt_alt,"chemische Waffe",Q3639228,textrazor,3580_3592,20090101:170407-99-991785/7
Pentagon,Pentagon,Q11208,txt_alt,"Verteidigungsministerium der Vereinigten Staaten",Q11209,textrazor,3700_3708,20090101:170407-99-991785/7
"US-Außenminister","Außenminister der Vereinigten Staaten",Q14213,txt_alt,"Außenministerium der Vereinigten Staaten",Q789915,ambiverse,3912_3928,20090101:170407-99-991785/7
"Ministerpräsident","Ministerpräsident",Q369500,txt_alt,"Ministerpräsident",Q3099723,dandelion,34_51,20090101:170407-99-991790/3
"Ministerpräsident","Ministerpräsident",Q369500,txt_alt,"Ministerpräsident",Q3099723,txtwerk,34_51,20090101:170407-99-991790/3
"New York","New York City",Q60,dandelion,"John F. Kennedy International Airport",Q8685,ambiverse,0_8,20090101:170408-99-00147/2
"New York","New York City",Q60,dandelion,"John F. Kennedy International Airport",Q8685,ambiverse,238_246,20090101:170408-99-00147/2
"New York","New York",Q1384,txtwerk,"John F. Kennedy International Airport",Q8685,ambiverse,0_8,20090101:170408-99-00147/2
"New York","New York",Q1384,txtwerk,"New York City",Q60,dandelion,0_8,20090101:170408-99-00147/2
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txtwerk,"Fußballnationalmannschaft der Vereinigten Staaten",Q164134,dandelion,46_49,20090101:170408-99-00147/2
"New York","New York",Q1384,txtwerk,"John F. Kennedy International Airport",Q8685,ambiverse,238_246,20090101:170408-99-00147/2
"New York","New York",Q1384,txtwerk,"New York City",Q60,dandelion,238_246,20090101:170408-99-00147/2
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txtwerk,"Vereinigte Staaten",Q30,dandelion,742_745,20090101:170408-99-00147/2
WM,"Fußball-Weltmeisterschaft 1994",Q101751,txtwerk,"Fußball-Weltmeisterschaft",Q19317,dandelion,1285_1287,20090101:170408-99-00147/2
USA,"Vereinigte Staaten",Q30,aylien,"Fußballnationalmannschaft der Vereinigten Staaten",Q164134,dandelion,46_49,20090101:170408-99-00147/2
USA,"Vereinigte Staaten",Q30,aylien,"Fußball-Weltmeisterschaft 1994",Q101751,txtwerk,46_49,20090101:170408-99-00147/2
"New York","New York",Q1384,aylien,"John F. Kennedy International Airport",Q8685,ambiverse,0_8,20090101:170408-99-00147/2
"New York","New York",Q1384,aylien,"New York City",Q60,dandelion,0_8,20090101:170408-99-00147/2
USA,"Vereinigte Staaten",Q30,textrazor,"Fußballnationalmannschaft der Vereinigten Staaten",Q164134,dandelion,46_49,20090101:170408-99-00147/2
USA,"Vereinigte Staaten",Q30,textrazor,"Fußball-Weltmeisterschaft 1994",Q101751,txtwerk,46_49,20090101:170408-99-00147/2
"New York","New York City",Q60,textrazor,"John F. Kennedy International Airport",Q8685,ambiverse,238_246,20090101:170408-99-00147/2
"New York","New York City",Q60,textrazor,"New York",Q1384,txtwerk,238_246,20090101:170408-99-00147/2
USA,"Vereinigte Staaten",Q30,textrazor,"Fußball-Weltmeisterschaft 1994",Q101751,txtwerk,742_745,20090101:170408-99-00147/2
"New York","New York City",Q60,textrazor,"John F. Kennedy International Airport",Q8685,ambiverse,0_8,20090101:170408-99-00147/2
"New York","New York City",Q60,textrazor,"New York",Q1384,txtwerk,0_8,20090101:170408-99-00147/2
"New York","New York City",Q60,textrazor,"New York",Q1384,aylien,0_8,20090101:170408-99-00147/2
"New York","New York City",Q60,txt_alt,"John F. Kennedy International Airport",Q8685,ambiverse,0_8,20090101:170408-99-00147/2
"New York","New York City",Q60,txt_alt,"New York",Q1384,txtwerk,0_8,20090101:170408-99-00147/2
"New York","New York City",Q60,txt_alt,"New York",Q1384,aylien,0_8,20090101:170408-99-00147/2
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Fußballnationalmannschaft der Vereinigten Staaten",Q164134,dandelion,46_49,20090101:170408-99-00147/2
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,aylien,46_49,20090101:170408-99-00147/2
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,textrazor,46_49,20090101:170408-99-00147/2
"New York","New York City",Q60,txt_alt,"John F. Kennedy International Airport",Q8685,ambiverse,238_246,20090101:170408-99-00147/2
"New York","New York City",Q60,txt_alt,"New York",Q1384,txtwerk,238_246,20090101:170408-99-00147/2
WM,WM,Q246803,txt_alt,"Fußball-Weltmeisterschaft 1994",Q101751,txtwerk,322_324,20090101:170408-99-00147/2
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,dandelion,742_745,20090101:170408-99-00147/2
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,textrazor,742_745,20090101:170408-99-00147/2
WM,WM,Q246803,txt_alt,"Fußball-Weltmeisterschaft",Q19317,dandelion,1285_1287,20090101:170408-99-00147/2
WM,WM,Q246803,txt_alt,"Fußball-Weltmeisterschaft 1994",Q101751,txtwerk,1285_1287,20090101:170408-99-00147/2
Bremer,"SV Werder Bremen",Q51976,textrazor,Bremen,Q24879,ambiverse,408_414,20090101:170408-99-997766/1
Bremer,"SV Werder Bremen",Q51976,textrazor,Bremen,Q24879,txtwerk,408_414,20090101:170408-99-997766/1
Bremen,"Freie Hansestadt Bremen",Q1209,txt_alt,Bremen,Q24879,ambiverse,0_6,20090101:170408-99-997766/1
Bremen,"Freie Hansestadt Bremen",Q1209,txt_alt,Bremen,Q24879,txtwerk,0_6,20090101:170408-99-997766/1
Bremen,"Freie Hansestadt Bremen",Q1209,txt_alt,Bremen,Q24879,textrazor,0_6,20090101:170408-99-997766/1
Stuttgart,"VfB Stuttgart",Q4512,txtwerk,Stuttgart,Q1022,ambiverse,201_210,20090101:170409-99-04459/3
Staatsanwalt,Staatsanwalt,Q600751,txtwerk,Staatsanwalt,Q15987267,dandelion,433_445,20090101:170409-99-04459/3
"Göppingen",Lenglingen,Q16548357,txtwerk,"Göppingen",Q4072,ambiverse,589_598,20090101:170409-99-04459/3
"Göppingen",Lenglingen,Q16548357,txtwerk,"Göppingen",Q4072,dandelion,589_598,20090101:170409-99-04459/3
Staatsanwalt,Staatsanwalt,Q600751,txtwerk,Staatsanwalt,Q15987267,dandelion,675_687,20090101:170409-99-04459/3
Stuttgart,Stuttgart,Q1022,aylien,"VfB Stuttgart",Q4512,txtwerk,201_210,20090101:170409-99-04459/3
Stuttgart,Stuttgart,Q1022,textrazor,"VfB Stuttgart",Q4512,txtwerk,201_210,20090101:170409-99-04459/3
"Göppingen","Göppingen",Q4072,textrazor,Lenglingen,Q16548357,txtwerk,589_598,20090101:170409-99-04459/3
Stuttgart,Stuttgart,Q1022,txt_alt,"VfB Stuttgart",Q4512,txtwerk,201_210,20090101:170409-99-04459/3
Untersuchungshaft,Untersuchungshaft,Q2499117,txt_alt,Untersuchungshaft,Q4354932,dandelion,317_334,20090101:170409-99-04459/3
Untersuchungshaft,Untersuchungshaft,Q2499117,txt_alt,Untersuchungshaft,Q4354932,txtwerk,317_334,20090101:170409-99-04459/3
Untersuchungshaft,Untersuchungshaft,Q2499117,txt_alt,Untersuchungshaft,Q4354932,textrazor,317_334,20090101:170409-99-04459/3
"Göppingen","Göppingen",Q8525,txt_alt,"Göppingen",Q4072,ambiverse,589_598,20090101:170409-99-04459/3
"Göppingen","Göppingen",Q8525,txt_alt,"Göppingen",Q4072,dandelion,589_598,20090101:170409-99-04459/3
"Göppingen","Göppingen",Q8525,txt_alt,Lenglingen,Q16548357,txtwerk,589_598,20090101:170409-99-04459/3
"Göppingen","Göppingen",Q8525,txt_alt,"Göppingen",Q4072,textrazor,589_598,20090101:170409-99-04459/3
Derby,Derby,Q43475,txt_alt,Derby,Q3246109,dandelion,1490_1495,20090101:170409-99-04459/3
Frankreich,"Dritte Französische Republik",Q70802,dandelion,Frankreich,Q142,ambiverse,634_644,20090101:170409-99-04806/10
demokratischen,Demokratie,Q7174,txtwerk,"Demokratische Partei",Q29552,ambiverse,109_123,20090101:170409-99-04806/10
Frankreich,"Fünfte Französische Republik",Q200686,txtwerk,Frankreich,Q142,ambiverse,634_644,20090101:170409-99-04806/10
Frankreich,"Fünfte Französische Republik",Q200686,txtwerk,"Dritte Französische Republik",Q70802,dandelion,634_644,20090101:170409-99-04806/10
Politik,"A Rush of Blood to the Head",Q207970,aylien,Politik,Q7163,dandelion,1120_1127,20090101:170409-99-04806/10
Publikum,"NK Celje",Q31533,aylien,Publikum,Q211198,dandelion,1185_1193,20090101:170409-99-04806/10
Europa,"Europa (Schiff, 1953)",Q446913,aylien,Europa,Q46,ambiverse,58_64,20090101:170409-99-04806/10
Europa,"Europa (Schiff, 1953)",Q446913,aylien,Europa,Q46,dandelion,58_64,20090101:170409-99-04806/10
Europa,"Europa (Schiff, 1953)",Q446913,aylien,Europa,Q46,txtwerk,58_64,20090101:170409-99-04806/10
Frankreich,Frankreich,Q142,textrazor,"Dritte Französische Republik",Q70802,dandelion,634_644,20090101:170409-99-04806/10
Frankreich,Frankreich,Q142,textrazor,"Fünfte Französische Republik",Q200686,txtwerk,634_644,20090101:170409-99-04806/10
Europa,Europa,Q46,textrazor,"Europa (Schiff, 1953)",Q446913,aylien,58_64,20090101:170409-99-04806/10
Politik,Politik,Q7163,textrazor,"A Rush of Blood to the Head",Q207970,aylien,1120_1127,20090101:170409-99-04806/10
"Ministerpräsident","Ministerpräsident",Q369500,txt_alt,"Ministerpräsident",Q3099723,dandelion,160_177,20090101:170409-99-04806/10
"Ministerpräsident","Ministerpräsident",Q369500,txt_alt,"Ministerpräsident",Q3099723,txtwerk,160_177,20090101:170409-99-04806/10
"Ministerpräsident","Ministerpräsident",Q369500,txt_alt,"Ministerpräsident",Q3099723,textrazor,160_177,20090101:170409-99-04806/10
"Ministerpräsident","Ministerpräsident",Q369500,txt_alt,"Ministerpräsident",Q3099723,dandelion,573_590,20090101:170409-99-04806/10
"Ministerpräsident","Ministerpräsident",Q369500,txt_alt,"Ministerpräsident",Q3099723,txtwerk,573_590,20090101:170409-99-04806/10
"Ministerpräsident","Ministerpräsident",Q369500,txt_alt,"Ministerpräsident",Q3099723,textrazor,573_590,20090101:170409-99-04806/10
Frankreich,"Geschichte Frankreichs",Q7778,txt_alt,Frankreich,Q142,ambiverse,634_644,20090101:170409-99-04806/10
Frankreich,"Geschichte Frankreichs",Q7778,txt_alt,"Dritte Französische Republik",Q70802,dandelion,634_644,20090101:170409-99-04806/10
Frankreich,"Geschichte Frankreichs",Q7778,txt_alt,"Fünfte Französische Republik",Q200686,txtwerk,634_644,20090101:170409-99-04806/10
Frankreich,"Geschichte Frankreichs",Q7778,txt_alt,Frankreich,Q142,textrazor,634_644,20090101:170409-99-04806/10
Terrorismus,Terroranschlag,Q5710433,txt_alt,Terrorismus,Q7283,textrazor,803_814,20090101:170409-99-04806/10
"Rationalität","Rationalität",Q483024,txt_alt,"Rationalität",Q938185,dandelion,947_959,20090101:170409-99-04806/10
"Rationalität","Rationalität",Q483024,txt_alt,"Rationalität",Q938185,txtwerk,947_959,20090101:170409-99-04806/10
"Rationalität","Rationalität",Q483024,txt_alt,"Rationalität",Q938185,textrazor,947_959,20090101:170409-99-04806/10
Bundestagswahl,"Deutscher Bundestag",Q154797,txtwerk,"Bundestagswahl 2013",Q555931,dandelion,1403_1417,20090101:170409-99-06708/2
"Welt am Sonntag","Welt am Sonntag",Q194565,txtwerk,"Die Welt",Q29872,dandelion,1845_1860,20090101:170409-99-06708/2
Bundestagswahl,"Deutscher Bundestag",Q154797,txtwerk,Bundestagswahl,Q1007356,dandelion,2397_2411,20090101:170409-99-06708/2
Bundesebene,"Deutscher Bundestag",Q154797,txtwerk,Bundesregierung,Q1005903,dandelion,3450_3461,20090101:170409-99-06708/2
"Welt am Sonntag","Welt am Sonntag",Q194565,textrazor,"Die Welt",Q29872,dandelion,1845_1860,20090101:170409-99-06708/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,ambiverse,1176_1179,20090101:170409-99-06708/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,dandelion,1176_1179,20090101:170409-99-06708/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,txtwerk,1176_1179,20090101:170409-99-06708/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,aylien,1176_1179,20090101:170409-99-06708/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,textrazor,1176_1179,20090101:170409-99-06708/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,ambiverse,1529_1532,20090101:170409-99-06708/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,dandelion,1529_1532,20090101:170409-99-06708/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,txtwerk,1529_1532,20090101:170409-99-06708/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,textrazor,1529_1532,20090101:170409-99-06708/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,ambiverse,1694_1697,20090101:170409-99-06708/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,dandelion,1694_1697,20090101:170409-99-06708/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,txtwerk,1694_1697,20090101:170409-99-06708/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,textrazor,1694_1697,20090101:170409-99-06708/2
"Welt am Sonntag","Die Welt",Q29872,txt_alt,"Welt am Sonntag",Q194565,txtwerk,1845_1860,20090101:170409-99-06708/2
"Welt am Sonntag","Die Welt",Q29872,txt_alt,"Welt am Sonntag",Q194565,textrazor,1845_1860,20090101:170409-99-06708/2
Euro,Euro,Q4916,dandelion,Europa,Q46,ambiverse,2193_2197,20090101:170409-99-07120/3
Nestor,Nestor,Q193267,txtwerk,"Néstor Kirchner",Q170899,dandelion,949_955,20090101:170409-99-07120/3
