surface,label_1,uri_1,tool_1,label_2,uri_2,tool_2,id,dpa_id
Regisseur,Regisseur,Q2526255,txt_alt,Regisseur,Q3455803,txtwerk,2813_2822,20090101:170302-99-498951/11
Regisseur,Regisseur,Q2526255,txt_alt,Regisseur,Q3455803,textrazor,2813_2822,20090101:170302-99-498951/11
Amazon,Amazon.com,Q3884,txt_alt,"Amazon Video",Q4740856,textrazor,3061_3067,20090101:170302-99-498951/11
Amazon,Amazon.com,Q3884,txt_alt,"Amazon Video",Q4740856,textrazor,3553_3559,20090101:170302-99-498951/11
Portugiesisch,Portugiesisch,Q5146,txt_alt,Portugal,Q45,txtwerk,3575_3588,20090101:170302-99-498951/11
Japanisch,Japanisch,Q5287,txt_alt,Japan,Q17,ambiverse,3600_3609,20090101:170302-99-498951/11
Logos,Logos,Q138659,txt_alt,Logos,Q180832,ambiverse,3838_3843,20090101:170302-99-498951/11
Amazon,Amazon.com,Q3884,txt_alt,"Amazon Video",Q4740856,textrazor,4299_4305,20090101:170302-99-498951/11
Amazon,Amazon.com,Q3884,txt_alt,"Amazon Video",Q4740856,textrazor,4665_4671,20090101:170302-99-498951/11
Comedy,Comedy,Q1113999,txt_alt,"Filmkomödie",Q157443,ambiverse,4827_4833,20090101:170302-99-498951/11
Pastewka,Pastewka,Q1540515,txt_alt,"Bastian Pastewka",Q96687,txtwerk,4835_4843,20090101:170302-99-498951/11
Pastewka,Pastewka,Q1540515,txt_alt,"Bastian Pastewka",Q96687,textrazor,4835_4843,20090101:170302-99-498951/11
"Müller","Gerd Müller",Q43744,dandelion,"Thomas Müller",Q43666,ambiverse,808_814,20090101:170302-99-500593/12
Neuhaus,"Neuhaus (Oste)",Q509293,dandelion,Paderborn,Q2971,ambiverse,1272_1279,20090101:170302-99-500593/12
Neuhaus,"Amt Neuhaus",Q479687,dandelion,Paderborn,Q2971,ambiverse,1818_1825,20090101:170302-99-500593/12
Neuhaus,"Kreis Neuhaus am Rennweg",Q2752286,dandelion,Paderborn,Q2971,ambiverse,2378_2385,20090101:170302-99-500593/12
Kaiserslautern,Kaiserslautern,Q3758,dandelion,"1. FC Kaiserslautern",Q8466,ambiverse,2454_2468,20090101:170302-99-500593/12
"Müller","Jannik Müller",Q18019733,txtwerk,"Thomas Müller",Q43666,ambiverse,808_814,20090101:170302-99-500593/12
"Müller","Jannik Müller",Q18019733,txtwerk,"Gerd Müller",Q43744,dandelion,808_814,20090101:170302-99-500593/12
Kaiserslautern,Kaiserslautern,Q3758,txtwerk,"1. FC Kaiserslautern",Q8466,ambiverse,892_906,20090101:170302-99-500593/12
Kaiserslautern,Kaiserslautern,Q3758,txtwerk,"1. FC Kaiserslautern",Q8466,dandelion,892_906,20090101:170302-99-500593/12
Neuhaus,"Uwe Neuhaus",Q113305,txtwerk,Paderborn,Q2971,ambiverse,1272_1279,20090101:170302-99-500593/12
Neuhaus,"Uwe Neuhaus",Q113305,txtwerk,"Neuhaus (Oste)",Q509293,dandelion,1272_1279,20090101:170302-99-500593/12
Neuhaus,"Uwe Neuhaus",Q113305,txtwerk,Paderborn,Q2971,ambiverse,1818_1825,20090101:170302-99-500593/12
Neuhaus,"Uwe Neuhaus",Q113305,txtwerk,"Amt Neuhaus",Q479687,dandelion,1818_1825,20090101:170302-99-500593/12
Neuhaus,"Uwe Neuhaus",Q113305,txtwerk,Paderborn,Q2971,ambiverse,2378_2385,20090101:170302-99-500593/12
Neuhaus,"Uwe Neuhaus",Q113305,txtwerk,"Kreis Neuhaus am Rennweg",Q2752286,dandelion,2378_2385,20090101:170302-99-500593/12
Kaiserslautern,Kaiserslautern,Q3758,txtwerk,"1. FC Kaiserslautern",Q8466,ambiverse,2454_2468,20090101:170302-99-500593/12
"Müller","Jannik Müller",Q18019733,textrazor,"Thomas Müller",Q43666,ambiverse,808_814,20090101:170302-99-500593/12
"Müller","Jannik Müller",Q18019733,textrazor,"Gerd Müller",Q43744,dandelion,808_814,20090101:170302-99-500593/12
Neuhaus,"Uwe Neuhaus",Q113305,textrazor,Paderborn,Q2971,ambiverse,2110_2117,20090101:170302-99-500593/12
Kaiserslautern,"1. FC Kaiserslautern",Q8466,textrazor,Kaiserslautern,Q3758,dandelion,2454_2468,20090101:170302-99-500593/12
Kaiserslautern,"1. FC Kaiserslautern",Q8466,textrazor,Kaiserslautern,Q3758,txtwerk,2454_2468,20090101:170302-99-500593/12
Kaiserslautern,"1. FC Kaiserslautern",Q8466,textrazor,Kaiserslautern,Q3758,txtwerk,892_906,20090101:170302-99-500593/12
Neuhaus,"Uwe Neuhaus",Q113305,textrazor,Paderborn,Q2971,ambiverse,1272_1279,20090101:170302-99-500593/12
Neuhaus,"Uwe Neuhaus",Q113305,textrazor,"Neuhaus (Oste)",Q509293,dandelion,1272_1279,20090101:170302-99-500593/12
Neuhaus,"Uwe Neuhaus",Q113305,textrazor,Paderborn,Q2971,ambiverse,1818_1825,20090101:170302-99-500593/12
Neuhaus,"Uwe Neuhaus",Q113305,textrazor,"Amt Neuhaus",Q479687,dandelion,1818_1825,20090101:170302-99-500593/12
Aue,Aue,Q57948,txt_alt,"FC Erzgebirge Aue",Q141882,textrazor,22_25,20090101:170302-99-500593/12
Unterhaus,"House of Commons",Q11005,txt_alt,Zweikammersystem,Q189445,dandelion,1587_1596,20090101:170302-99-500593/12
Aue,Aue,Q57948,txt_alt,"FC Erzgebirge Aue",Q141882,ambiverse,1962_1965,20090101:170302-99-500593/12
Aue,Aue,Q57948,txt_alt,"FC Erzgebirge Aue",Q141882,dandelion,1962_1965,20090101:170302-99-500593/12
Aue,Aue,Q57948,txt_alt,"FC Erzgebirge Aue",Q141882,textrazor,1962_1965,20090101:170302-99-500593/12
Kaiserslautern,Kaiserslautern,Q3758,txt_alt,"1. FC Kaiserslautern",Q8466,ambiverse,2454_2468,20090101:170302-99-500593/12
Kaiserslautern,Kaiserslautern,Q3758,txt_alt,"1. FC Kaiserslautern",Q8466,textrazor,2454_2468,20090101:170302-99-500593/12
Lotus,"Team Lotus",Q173996,txtwerk,Lotosblumen,Q207427,dandelion,77_82,20090101:170302-99-506205/2
Lotus,"Team Lotus",Q173996,txtwerk,Lotosblumen,Q207427,dandelion,162_167,20090101:170302-99-506205/2
Lotus,"Team Lotus",Q173996,textrazor,Lotosblumen,Q207427,dandelion,162_167,20090101:170302-99-506205/2
Lotus,"Team Lotus",Q173996,textrazor,Lotosblumen,Q207427,dandelion,77_82,20090101:170302-99-506205/2
Lotus,Lotus,Q35935,txt_alt,Lotosblumen,Q207427,dandelion,77_82,20090101:170302-99-506205/2
Lotus,Lotus,Q35935,txt_alt,"Team Lotus",Q173996,txtwerk,77_82,20090101:170302-99-506205/2
Lotus,Lotus,Q35935,txt_alt,"Team Lotus",Q173996,textrazor,77_82,20090101:170302-99-506205/2
Lotus,Lotus,Q35935,txt_alt,Lotosblumen,Q207427,dandelion,162_167,20090101:170302-99-506205/2
Lotus,Lotus,Q35935,txt_alt,"Team Lotus",Q173996,txtwerk,162_167,20090101:170302-99-506205/2
Lotus,Lotus,Q35935,txt_alt,"Team Lotus",Q173996,textrazor,162_167,20090101:170302-99-506205/2
Tunis,Tunesien,Q948,txtwerk,Tunis,Q3572,ambiverse,682_687,20090101:170302-99-506837/2
Tunis,Tunesien,Q948,txtwerk,Tunis,Q3572,ambiverse,1193_1198,20090101:170302-99-506837/2
Tunis,Tunesien,Q948,txtwerk,Tunis,Q3572,ambiverse,2578_2583,20090101:170302-99-506837/2
"Brüssel","Europäische Union",Q458,txtwerk,"Brüssel",Q9005,ambiverse,3796_3803,20090101:170302-99-506837/2
Europa,"Europäische Union",Q458,txtwerk,Europa,Q46,ambiverse,3921_3927,20090101:170302-99-506837/2
Europa,"Europäische Union",Q458,txtwerk,Europa,Q46,ambiverse,4112_4118,20090101:170302-99-506837/2
Europa,"Europäische Union",Q458,txtwerk,Europa,Q46,ambiverse,4281_4287,20090101:170302-99-506837/2
Europa,"Europäische Union",Q458,txtwerk,Europa,Q46,ambiverse,4408_4414,20090101:170302-99-506837/2
"Großbritannien","Vereinigtes Königreich",Q145,txtwerk,"Vereinigte Staaten",Q30,ambiverse,7926_7940,20090101:170302-99-506837/2
AKP,"Adalet ve Kalkınma Partisi",Q19077,txtwerk,Antikominternpakt,Q152195,ambiverse,8115_8118,20090101:170302-99-506837/2
EU,"Europäische Union",Q458,txtwerk,"Vereinigte Staaten",Q30,ambiverse,8535_8537,20090101:170302-99-506837/2
"Brüssel","Europäische Union",Q458,txtwerk,"Brüssel",Q9005,ambiverse,9389_9396,20090101:170302-99-506837/2
EU,"Europäische Union",Q458,txtwerk,"Vereinigte Staaten",Q30,ambiverse,9806_9808,20090101:170302-99-506837/2
Frankreich,Frankreich,Q142,textrazor,"Fünfte Französische Republik",Q200686,txtwerk,7720_7730,20090101:170302-99-506837/2
Euro,Euro,Q4916,textrazor,Europa,Q46,ambiverse,5642_5646,20090101:170302-99-506837/2
AKP,"Adalet ve Kalkınma Partisi",Q19077,textrazor,Antikominternpakt,Q152195,ambiverse,8115_8118,20090101:170302-99-506837/2
Bundeskanzlerin,"Angela Merkel",Q567,textrazor,Bundeskanzler,Q4970706,txtwerk,703_718,20090101:170302-99-506837/2
Europa,"Europäische Union",Q458,textrazor,Europa,Q46,ambiverse,4112_4118,20090101:170302-99-506837/2
Tunis,Tunis,Q3572,textrazor,Tunesien,Q948,txtwerk,682_687,20090101:170302-99-506837/2
"Großbritannien","Vereinigtes Königreich",Q145,textrazor,"Vereinigte Staaten",Q30,ambiverse,7926_7940,20090101:170302-99-506837/2
Europa,"Europäische Union",Q458,textrazor,Europa,Q46,ambiverse,4408_4414,20090101:170302-99-506837/2
Europa,"Europäische Union",Q458,textrazor,Europa,Q46,ambiverse,3921_3927,20090101:170302-99-506837/2
"Brüssel","Brüssel",Q9005,textrazor,"Europäische Union",Q458,txtwerk,9389_9396,20090101:170302-99-506837/2
Europa,Europa,Q46,textrazor,"Europäische Union",Q458,txtwerk,4281_4287,20090101:170302-99-506837/2
Tunis,Tunis,Q3572,textrazor,Tunesien,Q948,txtwerk,1193_1198,20090101:170302-99-506837/2
"Brüssel","Brüssel",Q9005,textrazor,"Europäische Union",Q458,txtwerk,3796_3803,20090101:170302-99-506837/2
Tunis,Tunis,Q3572,textrazor,Tunesien,Q948,txtwerk,2578_2583,20090101:170302-99-506837/2
Tunis,Tunis,Q3572,txt_alt,Tunesien,Q948,txtwerk,682_687,20090101:170302-99-506837/2
Bundeskanzlerin,"Angela Merkel",Q567,txt_alt,Bundeskanzler,Q4970706,txtwerk,703_718,20090101:170302-99-506837/2
Tunis,Tunis,Q3572,txt_alt,Tunesien,Q948,txtwerk,1193_1198,20090101:170302-99-506837/2
"Parlamentspräsident","Parlamentspräsident",Q100172,txt_alt,"Parlamentspräsident",Q1758037,txtwerk,1619_1638,20090101:170302-99-506837/2
"Parlamentspräsident","Parlamentspräsident",Q100172,txt_alt,"Parlamentspräsident",Q1758037,textrazor,1619_1638,20090101:170302-99-506837/2
Regierungspalast,Regierungspalast,Q751432,txt_alt,"Regierungspalast Osttimors",Q15841963,txtwerk,1813_1829,20090101:170302-99-506837/2
"Ministerpräsident","Ministerpräsident",Q369500,txt_alt,"Ministerpräsident",Q3099723,txtwerk,1874_1891,20090101:170302-99-506837/2
"Ministerpräsident","Ministerpräsident",Q369500,txt_alt,"Ministerpräsident",Q3099723,textrazor,1874_1891,20090101:170302-99-506837/2
Tunis,Tunis,Q3572,txt_alt,Tunesien,Q948,txtwerk,2578_2583,20090101:170302-99-506837/2
"Brüssel","Brüssel",Q239,txt_alt,"Brüssel",Q9005,ambiverse,3796_3803,20090101:170302-99-506837/2
"Brüssel","Brüssel",Q239,txt_alt,"Europäische Union",Q458,txtwerk,3796_3803,20090101:170302-99-506837/2
"Brüssel","Brüssel",Q239,txt_alt,"Brüssel",Q9005,textrazor,3796_3803,20090101:170302-99-506837/2
Schlepper,Traktor,Q39495,txt_alt,Schlepper,Q191826,txtwerk,5566_5575,20090101:170302-99-506837/2
Schlepper,Traktor,Q39495,txt_alt,Schlepper,Q191826,textrazor,5566_5575,20090101:170302-99-506837/2
Schlepper,Traktor,Q39495,txt_alt,Schlepper,Q191826,txtwerk,5874_5883,20090101:170302-99-506837/2
Schlepper,Traktor,Q39495,txt_alt,Schlepper,Q191826,textrazor,5874_5883,20090101:170302-99-506837/2
Finanzkrise,Finanzkrise,Q114380,txt_alt,"Finanzkrise ab 2007",Q896666,textrazor,7451_7462,20090101:170302-99-506837/2
Spar,Sparkasse,Q157963,txt_alt,Spar,Q610492,ambiverse,7508_7512,20090101:170302-99-506837/2
Spar,Sparkasse,Q157963,txt_alt,Spar,Q610492,txtwerk,7508_7512,20090101:170302-99-506837/2
"Großbritannien","Vereinigtes Königreich",Q145,txt_alt,"Vereinigte Staaten",Q30,ambiverse,7926_7940,20090101:170302-99-506837/2
AKP,"Adalet ve Kalkınma Partisi",Q19077,txt_alt,Antikominternpakt,Q152195,ambiverse,8115_8118,20090101:170302-99-506837/2
EU,"Europäische Union",Q458,txt_alt,"Vereinigte Staaten",Q30,ambiverse,8535_8537,20090101:170302-99-506837/2
"Brüssel","Brüssel",Q239,txt_alt,"Brüssel",Q9005,ambiverse,9389_9396,20090101:170302-99-506837/2
"Brüssel","Brüssel",Q239,txt_alt,"Europäische Union",Q458,txtwerk,9389_9396,20090101:170302-99-506837/2
"Brüssel","Brüssel",Q239,txt_alt,"Brüssel",Q9005,textrazor,9389_9396,20090101:170302-99-506837/2
EU,"Europäische Union",Q458,txt_alt,"Vereinigte Staaten",Q30,ambiverse,9806_9808,20090101:170302-99-506837/2
USA,"Vereinigte Staaten",Q30,aylien,"US Open",Q123577,ambiverse,788_791,20090101:170303-99-509262/16
USA,"Vereinigte Staaten",Q30,textrazor,"US Open",Q123577,ambiverse,788_791,20090101:170303-99-509262/16
"Indian Wells","Indian Wells",Q490714,textrazor,"Indian Wells Masters",Q974505,ambiverse,846_858,20090101:170303-99-509262/16
"Indian Wells","Indian Wells",Q490714,txt_alt,"Indian Wells Masters",Q974505,ambiverse,846_858,20090101:170303-99-509262/16
Olympiasieger,"Olympische Spiele",Q5389,txt_alt,Olympiasieger,Q4333889,txtwerk,2265_2278,20090101:170303-99-509262/16
Frost,Frost,Q1135221,textrazor,Verwitterung,Q179177,dandelion,281_286,20090101:170303-99-511349/10
Landgericht,Landgericht,Q13384978,dandelion,"Landgericht Berlin",Q1802817,ambiverse,135_146,20090101:170303-99-512566/2
"Köln","Reichsstadt Köln",Q3972878,txtwerk,"Köln",Q365,ambiverse,0_4,20090101:170303-99-512566/2
Landgericht,"Landgericht Köln",Q1802864,txtwerk,Landgericht,Q13384978,dandelion,749_760,20090101:170303-99-512566/2
"Köln","Köln",Q365,aylien,"Reichsstadt Köln",Q3972878,txtwerk,0_4,20090101:170303-99-512566/2
"Köln","Köln",Q365,textrazor,"Reichsstadt Köln",Q3972878,txtwerk,0_4,20090101:170303-99-512566/2
Euro,Euro,Q4916,textrazor,Europa,Q46,ambiverse,334_338,20090101:170303-99-512566/2
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,ambiverse,0_4,20090101:170303-99-512566/2
"Köln","Köln",Q1954,txt_alt,"Reichsstadt Köln",Q3972878,txtwerk,0_4,20090101:170303-99-512566/2
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,aylien,0_4,20090101:170303-99-512566/2
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,textrazor,0_4,20090101:170303-99-512566/2
Untreue,Untreue,Q2119376,txt_alt,"Untreue in Deutschland",Q2499407,dandelion,112_119,20090101:170303-99-512566/2
Untreue,Untreue,Q2119376,txt_alt,"Untreue in Deutschland",Q2499407,txtwerk,112_119,20090101:170303-99-512566/2
Landgericht,Landgericht,Q760180,txt_alt,"Landgericht Berlin",Q1802817,ambiverse,135_146,20090101:170303-99-512566/2
Landgericht,Landgericht,Q760180,txt_alt,Landgericht,Q13384978,dandelion,135_146,20090101:170303-99-512566/2
Zivilprozess,Zivilprozess,Q206886,txt_alt,Zivilprozessrecht,Q206914,dandelion,638_650,20090101:170303-99-512566/2
Zivilprozess,Zivilprozess,Q206886,txt_alt,Zivilprozessrecht,Q206914,textrazor,638_650,20090101:170303-99-512566/2
Landgericht,Landgericht,Q760180,txt_alt,Landgericht,Q13384978,dandelion,749_760,20090101:170303-99-512566/2
Landgericht,Landgericht,Q760180,txt_alt,"Landgericht Köln",Q1802864,txtwerk,749_760,20090101:170303-99-512566/2
"Andreas Heinz","Andreas Heinz",Q497909,txtwerk,"Andreas Heinz",Q497910,ambiverse,293_306,20090101:170303-99-513398/7
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,txtwerk,28_31,20090101:170303-99-513398/7
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,aylien,28_31,20090101:170303-99-513398/7
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,textrazor,28_31,20090101:170303-99-513398/7
"Andreas Heinz","Andreas Heinz",Q497907,txt_alt,"Andreas Heinz",Q497910,ambiverse,293_306,20090101:170303-99-513398/7
"Andreas Heinz","Andreas Heinz",Q497907,txt_alt,"Andreas Heinz",Q497909,txtwerk,293_306,20090101:170303-99-513398/7
Terrorismus,Terrorismus,Q7283,dandelion,"Islamistischer Terrorismus",Q847731,ambiverse,760_771,20090101:170303-99-520466/6
Al-Hariri,Al-Hariri,Q286097,dandelion,"Rafiq al-Hariri",Q192778,ambiverse,1211_1220,20090101:170303-99-520466/6
IS,"Islamischer Staat",Q2429253,dandelion,Island,Q189,ambiverse,3309_3311,20090101:170303-99-520466/6
IS,"Islamischer Staat",Q2429253,txtwerk,Island,Q189,ambiverse,198_200,20090101:170303-99-520466/6
Terrorismus,Terroranschlag,Q5710433,txtwerk,"Islamistischer Terrorismus",Q847731,ambiverse,760_771,20090101:170303-99-520466/6
Terrorismus,Terroranschlag,Q5710433,txtwerk,Terrorismus,Q7283,dandelion,760_771,20090101:170303-99-520466/6
Al-Hariri,Al-Hariri,Q286097,txtwerk,"Rafiq al-Hariri",Q192778,ambiverse,1211_1220,20090101:170303-99-520466/6
Waffenruhe,Waffenruhe,Q208383,txtwerk,Waffenstillstand,Q107706,dandelion,2450_2460,20090101:170303-99-520466/6
IS,"Islamischer Staat",Q2429253,txtwerk,Island,Q189,ambiverse,3134_3136,20090101:170303-99-520466/6
IS,"Islamischer Staat",Q2429253,txtwerk,Island,Q189,ambiverse,3309_3311,20090101:170303-99-520466/6
Terrorgruppe,Terrorgruppe,Q290924,aylien,Terrorismus,Q7283,dandelion,2702_2714,20090101:170303-99-520466/6
Terrorismus,Terrorismus,Q7283,textrazor,"Islamistischer Terrorismus",Q847731,ambiverse,760_771,20090101:170303-99-520466/6
Terrorismus,Terrorismus,Q7283,textrazor,Terroranschlag,Q5710433,txtwerk,760_771,20090101:170303-99-520466/6
UN-Resolution,"Resolution 1973 des UN-Sicherheitsrates",Q235045,textrazor,UN-Resolution,Q1190392,ambiverse,564_577,20090101:170303-99-520466/6
UN-Resolution,"Resolution 1973 des UN-Sicherheitsrates",Q235045,textrazor,UN-Resolution,Q1190392,dandelion,564_577,20090101:170303-99-520466/6
UN-Resolution,"Resolution 1973 des UN-Sicherheitsrates",Q235045,textrazor,UN-Resolution,Q1190392,txtwerk,564_577,20090101:170303-99-520466/6
IS,"Islamischer Staat",Q2429253,textrazor,Island,Q189,ambiverse,3309_3311,20090101:170303-99-520466/6
IS,"Islamischer Staat",Q2429253,textrazor,Island,Q189,ambiverse,198_200,20090101:170303-99-520466/6
IS,"Islamischer Staat",Q2429253,textrazor,Island,Q189,ambiverse,3134_3136,20090101:170303-99-520466/6
Terrorgruppe,Terrorismus,Q7283,textrazor,Terrorgruppe,Q290924,aylien,2702_2714,20090101:170303-99-520466/6
Waffenruhe,Waffenruhe,Q208383,textrazor,Waffenstillstand,Q107706,dandelion,2450_2460,20090101:170303-99-520466/6
UN-Resolution,"Resolution 1973 des UN-Sicherheitsrates",Q235045,txt_alt,UN-Resolution,Q1190392,ambiverse,564_577,20090101:170303-99-520466/6
UN-Resolution,"Resolution 1973 des UN-Sicherheitsrates",Q235045,txt_alt,UN-Resolution,Q1190392,dandelion,564_577,20090101:170303-99-520466/6
UN-Resolution,"Resolution 1973 des UN-Sicherheitsrates",Q235045,txt_alt,UN-Resolution,Q1190392,txtwerk,564_577,20090101:170303-99-520466/6
Terrorismus,Terroranschlag,Q5710433,txt_alt,"Islamistischer Terrorismus",Q847731,ambiverse,760_771,20090101:170303-99-520466/6
Terrorismus,Terroranschlag,Q5710433,txt_alt,Terrorismus,Q7283,dandelion,760_771,20090101:170303-99-520466/6
Terrorismus,Terroranschlag,Q5710433,txt_alt,Terrorismus,Q7283,textrazor,760_771,20090101:170303-99-520466/6
Al-Hariri,Al-Hariri,Q286097,txt_alt,"Rafiq al-Hariri",Q192778,ambiverse,1211_1220,20090101:170303-99-520466/6
Terrormiliz,"Islamistischer Terrorismus",Q847731,txt_alt,"terroristische Vereinigung",Q17127659,dandelion,1565_1576,20090101:170303-99-520466/6
Terrormiliz,"Islamistischer Terrorismus",Q847731,txt_alt,"terroristische Vereinigung",Q17127659,textrazor,1565_1576,20090101:170303-99-520466/6
Waffenruhe,Waffenstillstand,Q107706,txt_alt,Waffenruhe,Q208383,txtwerk,2450_2460,20090101:170303-99-520466/6
Waffenruhe,Waffenstillstand,Q107706,txt_alt,Waffenruhe,Q208383,textrazor,2450_2460,20090101:170303-99-520466/6
Luftwaffe,Luftwaffe,Q11223,txt_alt,Luftwaffe,Q2564009,textrazor,2848_2857,20090101:170303-99-520466/6
Unterfranken,Unterfranken,Q10547,textrazor,"Regierungsbezirk Unterfranken",Q15021043,txtwerk,155_167,20090101:170303-99-521061/7
Unterfranken,Unterfranken,Q10547,textrazor,"Regierungsbezirk Unterfranken",Q15021043,txtwerk,2955_2967,20090101:170303-99-521061/7
Unterfranken,Unterfranken,Q10547,textrazor,"Regierungsbezirk Unterfranken",Q15021043,txtwerk,687_699,20090101:170303-99-521061/7
Unterfranken,Unterfranken,Q10547,textrazor,"Regierungsbezirk Unterfranken",Q15021043,txtwerk,2326_2338,20090101:170303-99-521061/7
Unterfranken,Unterfranken,Q2101814,txt_alt,"Regierungsbezirk Unterfranken",Q15021043,txtwerk,155_167,20090101:170303-99-521061/7
Unterfranken,Unterfranken,Q2101814,txt_alt,Unterfranken,Q10547,textrazor,155_167,20090101:170303-99-521061/7
Unterfranken,Unterfranken,Q2101814,txt_alt,"Regierungsbezirk Unterfranken",Q15021043,txtwerk,687_699,20090101:170303-99-521061/7
Unterfranken,Unterfranken,Q2101814,txt_alt,Unterfranken,Q10547,textrazor,687_699,20090101:170303-99-521061/7
Unterfranken,Unterfranken,Q2101814,txt_alt,"Regierungsbezirk Unterfranken",Q15021043,txtwerk,2326_2338,20090101:170303-99-521061/7
Unterfranken,Unterfranken,Q2101814,txt_alt,Unterfranken,Q10547,textrazor,2326_2338,20090101:170303-99-521061/7
"Stürmer","Stürmer",Q160167,txt_alt,"Klaus Stürmer",Q317259,txtwerk,2866_2873,20090101:170303-99-521061/7
Unterfranken,Unterfranken,Q2101814,txt_alt,"Regierungsbezirk Unterfranken",Q15021043,txtwerk,2955_2967,20090101:170303-99-521061/7
Unterfranken,Unterfranken,Q2101814,txt_alt,Unterfranken,Q10547,textrazor,2955_2967,20090101:170303-99-521061/7
Dortmund,"Reichsstadt Dortmund",Q2055974,txtwerk,Dortmund,Q1295,ambiverse,1235_1243,20090101:170304-99-524261/2
